YearsGroup,DevType,Platform,Count,Rank
middle,Product manager,Microsoft Azure,66,5
middle,Product manager,Linux,56,6
middle,Product manager,DigitalOcean,48,7
middle,Product manager,Docker,32,8
middle,Product manager,Android,29,9
middle,Product manager,WordPress,28,10
middle,Product manager,MacOS,28,11
middle,Product manager,Google Cloud,22,12
middle,Product manager,Raspberry Pi,21,13
middle,Product manager,Firebase,15,14
middle,Product manager,iOS,13,15
middle,Product manager,Arduino,12,16
middle,Product manager,Kubernetes,9,17
middle,Product manager,Slack Apps and Integrations,8,18
middle,Product manager,Slack,6,19
middle,Product manager,Managed Hosting,5,20
middle,Product manager,Amazon Web Services (AWS),4,21
middle,Product manager,IBM Cloud or Watson,4,22
middle,Product manager,VMware,4,23
middle,Product manager,Oracle Cloud Infrastructure,3,24
middle,Product manager,OVH,2,25
middle,Product manager,Oracle Cloud Infrastructure (OCI),1,26
middle,Product manager,Other(s):,1,27
middle,Project manager,AWS,54,1
middle,Project manager,Google Cloud,46,2
middle,Project manager,Firebase,33,3
middle,Project manager,DigitalOcean,30,4
middle,Project manager,Heroku,29,5
middle,Project manager,Microsoft Azure,24,6
middle,Project manager,Managed Hosting,11,7
middle,Project manager,VMware,10,8
middle,Project manager,OVH,5,9
middle,Project manager,Amazon Web Services (AWS),5,10
middle,Project manager,Vercel,4,11
middle,Project manager,Netlify,3,12
middle,Project manager,Cloudflare,3,13
middle,Project manager,Hetzner,2,14
middle,Project manager,Digital Ocean,2,15
middle,Project manager,IBM Cloud or Watson,2,16
middle,Project manager,Linode,2,17
middle,Project manager,Render,1,18
middle,Project manager,Oracle Cloud Infrastructure,1,19
middle,Research & Development role,Amazon Web Services (AWS),12,1
middle,Research & Development role,Microsoft Azure,10,2
middle,Research & Development role,Cloudflare,9,3
middle,Research & Development role,Digital Ocean,4,4
middle,Research & Development role,Heroku,4,5
middle,Research & Development role,Netlify,4,6
middle,Research & Development role,"Linode, now Akamai",3,7
middle,Research & Development role,Vercel,3,8
middle,Research & Development role,VMware,3,9
middle,Research & Development role,Firebase,3,10
middle,Research & Development role,Google Cloud,3,11
middle,Research & Development role,Hetzner,2,12
middle,Research & Development role,OpenShift,2,13
middle,Research & Development role,Fly.io,1,14
middle,Research & Development role,Vultr,1,15
middle,Scientist,Linux,72,1
middle,Scientist,AWS,67,2
middle,Scientist,Windows,58,3
middle,Scientist,Docker,43,4
middle,Scientist,Microsoft Azure,32,5
middle,Scientist,Heroku,32,6
middle,Scientist,Google Cloud Platform,30,7
middle,Scientist,Android,28,8
middle,Scientist,MacOS,22,9
middle,Scientist,Raspberry Pi,17,10
middle,Scientist,Arduino,14,11
middle,Scientist,Google Cloud,12,12
middle,Scientist,Slack Apps and Integrations,12,13
middle,Scientist,WordPress,12,14
middle,Scientist,DigitalOcean,10,15
middle,Scientist,Kubernetes,8,16
middle,Scientist,Firebase,7,17
middle,Scientist,IBM Cloud or Watson,6,18
middle,Scientist,iOS,5,19
middle,Scientist,Slack,5,20
middle,Scientist,VMware,4,21
middle,Scientist,Amazon Web Services (AWS),3,22
middle,Scientist,Managed Hosting,3,23
middle,Scientist,Digital Ocean,2,24
middle,Scientist,OVH,1,25
middle,Scientist,Fly.io,1,26
middle,Scientist,Cloudflare,1,27
middle,Scientist,Linode,1,28
middle,Scientist,Netlify,1,29
middle,Scientist,OpenStack,1,30
middle,Scientist,Colocation,1,31
middle,Scientist,Oracle Cloud Infrastructure,1,32
middle,Security professional,AWS,38,1
middle,Security professional,Microsoft Azure,29,2
middle,Security professional,Google Cloud,16,3
middle,Security professional,Heroku,15,4
middle,Security professional,DigitalOcean,13,5
middle,Security professional,Firebase,11,6
middle,Security professional,VMware,10,7
middle,Security professional,Amazon Web Services (AWS),6,8
middle,Security professional,OpenStack,5,9
middle,Security professional,OVH,4,10
middle,Security professional,Oracle Cloud Infrastructure,3,11
middle,Security professional,Managed Hosting,3,12
middle,Security professional,Linode,3,13
middle,Security professional,Cloudflare,2,14
middle,Security professional,Oracle Cloud Infrastructure (OCI),1,15
middle,Security professional,IBM Cloud or Watson,1,16
middle,Security professional,"Linode, now Akamai",1,17
middle,Security professional,Hetzner,1,18
middle,"Senior Executive (C-Suite, VP, etc.)",AWS,29,1
middle,"Senior Executive (C-Suite, VP, etc.)",Heroku,24,2
middle,"Senior Executive (C-Suite, VP, etc.)",Google Cloud Platform,18,3
middle,"Senior Executive (C-Suite, VP, etc.)",Microsoft Azure,16,4
middle,"Senior Executive (C-Suite, VP, etc.)",DigitalOcean,15,5
middle,"Senior Executive (C-Suite, VP, etc.)",Firebase,12,6
middle,"Senior Executive (C-Suite, VP, etc.)",Google Cloud,11,7
middle,"Senior Executive (C-Suite, VP, etc.)",Amazon Web Services (AWS),7,8
middle,"Senior Executive (C-Suite, VP, etc.)",Cloudflare,6,9
middle,"Senior Executive (C-Suite, VP, etc.)",Vercel,4,10
middle,"Senior Executive (C-Suite, VP, etc.)",VMware,4,11
middle,"Senior Executive (C-Suite, VP, etc.)",Digital Ocean,3,12
middle,"Senior Executive (C-Suite, VP, etc.)",Managed Hosting,2,13
middle,"Senior Executive (C-Suite, VP, etc.)",Netlify,2,14
middle,"Senior Executive (C-Suite, VP, etc.)",Fly.io,1,15
middle,"Senior Executive (C-Suite, VP, etc.)","Linode, now Akamai",1,16
middle,"Senior Executive (C-Suite, VP, etc.)",Oracle Cloud Infrastructure (OCI),1,17
middle,"Senior Executive (C-Suite, VP, etc.)",Render,1,18
middle,"Senior Executive (C-Suite, VP, etc.)",Hetzner,1,19
middle,"Senior Executive (C-Suite, VP, etc.)",Linode,1,20
middle,"Senior Executive (C-Suite, VP, etc.)",OpenStack,1,21
middle,"Senior Executive (C-Suite, VP, etc.)",OVH,1,22
middle,Senior executive/VP,AWS,15,1
middle,Senior executive/VP,Linux,14,2
middle,Senior executive/VP,Android,14,3
middle,Senior executive/VP,Docker,12,4
middle,Senior executive/VP,Windows,10,5
middle,Senior executive/VP,iOS,10,6
middle,Senior executive/VP,Google Cloud Platform,7,7
middle,Senior executive/VP,MacOS,6,8
middle,Senior executive/VP,WordPress,6,9
middle,Senior executive/VP,Microsoft Azure,5,10
middle,Senior executive/VP,Raspberry Pi,4,11
middle,Senior executive/VP,Slack,4,12
middle,Senior executive/VP,Arduino,3,13
middle,Senior executive/VP,Heroku,2,14
middle,Senior executive/VP,Slack Apps and Integrations,2,15
middle,Senior executive/VP,Kubernetes,2,16
middle,Senior executive/VP,Other(s):,1,17
middle,Student,AWS,206,1
middle,Student,Heroku,178,2
middle,Student,Google Cloud Platform,142,3
middle,Student,Microsoft Azure,137,4
middle,Student,Windows,135,5
middle,Student,Linux,131,6
middle,Student,DigitalOcean,79,7
middle,Student,Android,79,8
middle,Student,Docker,73,9
middle,Student,Raspberry Pi,58,10
middle,Student,Slack,54,11
middle,Student,Arduino,51,12
middle,Student,Firebase,44,13
middle,Student,Google Cloud,42,14
middle,Student,MacOS,40,15
middle,Student,iOS,31,16
middle,Student,WordPress,26,17
middle,Student,IBM Cloud or Watson,17,18
middle,Student,Kubernetes,14,19
middle,Student,VMware,9,20
middle,Student,OVH,7,21
middle,Student,Other(s):,7,22
middle,Student,Oracle Cloud Infrastructure,5,23
middle,Student,Linode,5,24
middle,Student,Managed Hosting,5,25
middle,Student,Cloudflare,2,26
middle,Student,Amazon Web Services (AWS),2,27
middle,Student,OpenStack,2,28
middle,Student,Vercel,1,29
middle,Student,IBM Cloud Or Watson,1,30
middle,System administrator,AWS,282,1
middle,System administrator,Linux,200,2
middle,System administrator,Microsoft Azure,176,3
middle,System administrator,Windows,149,4
middle,System administrator,Google Cloud Platform,134,5
middle,System administrator,Heroku,128,6
middle,System administrator,Docker,125,7
middle,System administrator,DigitalOcean,88,8
middle,System administrator,Raspberry Pi,74,9
middle,System administrator,MacOS,73,10
middle,System administrator,Android,66,11
middle,System administrator,WordPress,65,12
middle,System administrator,Google Cloud,45,13
middle,System administrator,Arduino,38,14
middle,System administrator,VMware,37,15
middle,System administrator,Kubernetes,35,16
middle,System administrator,iOS,31,17
middle,System administrator,Firebase,27,18
middle,System administrator,Slack,22,19
middle,System administrator,Oracle Cloud Infrastructure,16,20
middle,System administrator,OVH,14,21
middle,System administrator,IBM Cloud or Watson,14,22
middle,System administrator,Slack Apps and Integrations,13,23
middle,System administrator,Linode,12,24
middle,System administrator,Amazon Web Services (AWS),8,25
middle,System administrator,Cloudflare,7,26
middle,System administrator,OpenStack,6,27
middle,System administrator,Managed Hosting,6,28
middle,System administrator,Netlify,5,29
middle,System administrator,"Linode, now Akamai",4,30
middle,System administrator,Colocation,4,31
middle,System administrator,Digital Ocean,4,32
middle,System administrator,Other(s):,3,33
middle,System administrator,Vultr,2,34
middle,System administrator,Hetzner,2,35
middle,System administrator,Vercel,2,36
middle,System administrator,OpenShift,1,37
middle,System administrator,IBM Cloud Or Watson,1,38
