YearsGroup,DevType,Tools,Count,Rank
junior,Security professional,GoLand,2,17
junior,Security professional,RubyMine,1,18
junior,Security professional,Spyder,1,19
junior,Security professional,"Rad Studio (Delphi, C++ Builder)",1,20
junior,Security professional,WebStorm,1,21
junior,Security professional,IPython,1,22
junior,Security professional,PhpStorm,1,23
junior,Security professional,DataGrip,1,24
junior,Security professional,Micro,1,25
junior,Security professional,Jupyter Notebook/JupyterLab,1,26
junior,Security professional,Sublime Text,1,27
junior,Security professional,Code::Blocks,1,28
junior,Security professional,Nano,1,29
junior,"Senior Executive (C-Suite, VP, etc.)",Visual Studio Code,7,1
junior,"Senior Executive (C-Suite, VP, etc.)",Android Studio,4,2
junior,"Senior Executive (C-Suite, VP, etc.)",Visual Studio,3,3
junior,"Senior Executive (C-Suite, VP, etc.)",PyCharm,3,4
junior,"Senior Executive (C-Suite, VP, etc.)",Notepad++,2,5
junior,"Senior Executive (C-Suite, VP, etc.)",Eclipse,2,6
junior,"Senior Executive (C-Suite, VP, etc.)",IPython/Jupyter,2,7
junior,"Senior Executive (C-Suite, VP, etc.)",IntelliJ,1,8
junior,"Senior Executive (C-Suite, VP, etc.)",Webstorm,1,9
junior,"Senior Executive (C-Suite, VP, etc.)",Xcode,1,10
junior,"Senior Executive (C-Suite, VP, etc.)",RStudio,1,11
junior,"Senior Executive (C-Suite, VP, etc.)",Vim,1,12
junior,"Senior Executive (C-Suite, VP, etc.)",Atom,1,13
junior,"Senior Executive (C-Suite, VP, etc.)",Emacs,1,14
junior,Senior executive/VP,Github,2,1
junior,Senior executive/VP,"Google Suite (Docs, Meet, etc)",1,2
junior,Senior executive/VP,Slack,1,3
junior,Senior executive/VP,Gitlab,1,4
junior,Student,Visual Studio Code,77,1
junior,Student,Visual Studio,36,2
junior,Student,IntelliJ,33,3
junior,Student,Android Studio,30,4
junior,Student,Sublime Text,30,5
junior,Student,PyCharm,21,6
junior,Student,Vim,20,7
junior,Student,Notepad++,20,8
junior,Student,IPython/Jupyter,18,9
junior,Student,NetBeans,16,10
junior,Student,Eclipse,16,11
junior,Student,Atom,14,12
junior,Student,Webstorm,11,13
junior,Student,RStudio,8,14
junior,Student,PHPStorm,8,15
junior,Student,Xcode,8,16
junior,Student,Neovim,5,17
junior,Student,Rider,5,18
junior,Student,CLion,3,19
junior,Student,PhpStorm,3,20
junior,Student,Nano,3,21
junior,Student,Spyder,2,22
junior,Student,Emacs,2,23
junior,Student,RubyMine,1,24
junior,Student,Qt Creator,1,25
junior,Student,Jupyter Notebook/JupyterLab,1,26
junior,System administrator,Visual Studio Code,45,1
junior,System administrator,Github,24,2
junior,System administrator,Visual Studio,22,3
junior,System administrator,Notepad++,20,4
junior,System administrator,Vim,17,5
junior,System administrator,Sublime Text,17,6
junior,System administrator,"Google Suite (Docs, Meet, etc)",17,7
junior,System administrator,PyCharm,15,8
junior,System administrator,Gitlab,12,9
junior,System administrator,Slack,12,10
junior,System administrator,Jira,12,11
junior,System administrator,Android Studio,11,12
junior,System administrator,Atom,11,13
junior,System administrator,Eclipse,10,14
junior,System administrator,Webstorm,9,15
junior,System administrator,Microsoft Teams,9,16
junior,System administrator,Trello,9,17
junior,System administrator,IntelliJ,7,18
junior,System administrator,Confluence,7,19
junior,System administrator,Neovim,6,20
junior,System administrator,Xcode,6,21
junior,System administrator,Rider,4,22
junior,System administrator,IPython/Jupyter,4,23
junior,System administrator,Stack Overflow for Teams,4,24
junior,System administrator,Nano,3,25
junior,System administrator,RStudio,3,26
junior,System administrator,NetBeans,3,27
junior,System administrator,Microsoft Azure,3,28
junior,System administrator,CLion,2,29
junior,System administrator,GoLand,2,30
junior,System administrator,Emacs,2,31
junior,System administrator,IntelliJ IDEA,1,32
junior,System administrator,Spyder,1,33
junior,System administrator,"RAD Studio (Delphi, C++ Builder)",1,34
junior,System administrator,PHPStorm,1,35
junior,System administrator,TextMate,1,36
