YearsGroup,DevType,Webframe,Count,Rank
junior,System administrator,Angular,16,5
junior,System administrator,Django,16,6
junior,System administrator,ASP.NET,16,7
junior,System administrator,Angular.js,13,8
junior,System administrator,Vue.js,10,9
junior,System administrator,Node.js,9,10
junior,System administrator,ASP.NET Core ,8,11
junior,System administrator,Spring,8,12
junior,System administrator,FastAPI,7,13
junior,System administrator,Laravel,7,14
junior,System administrator,Ruby on Rails,6,15
junior,System administrator,ASP.NET Core,6,16
junior,System administrator,Fastify,3,17
junior,System administrator,Next.js,3,18
junior,System administrator,Symfony,3,19
junior,System administrator,Svelte,2,20
junior,System administrator,ASP.NET CORE,1,21
junior,System administrator,Nuxt.js,1,22
junior,System administrator,Phoenix,1,23
junior,System administrator,Deno,1,24
junior,System administrator,Play Framework,1,25
junior,System administrator,Gatsby,1,26
junior,System administrator,Blazor,1,27
