YearsGroup,DevType,Tools,Count,Rank
middle,Engineering manager,IntelliJ IDEA,5,27
middle,Engineering manager,RStudio,5,28
middle,Engineering manager,PHPStorm,5,29
middle,Engineering manager,WebStorm,4,30
middle,Engineering manager,GoLand,4,31
middle,Engineering manager,Rider,4,32
middle,Engineering manager,Emacs,3,33
middle,Engineering manager,IPython,3,34
middle,Engineering manager,DataGrip,3,35
middle,Engineering manager,RubyMine,3,36
middle,Engineering manager,Goland,2,37
middle,Engineering manager,Jupyter Notebook/JupyterLab,2,38
middle,Engineering manager,Spyder,2,39
middle,Engineering manager,Facebook Workplace,2,40
middle,Engineering manager,Stack Overflow for Teams,2,41
middle,Engineering manager,VSCodium,1,42
middle,Engineering manager,Netbeans,1,43
middle,Engineering manager,Qt Creator,1,44
middle,Engineering manager,TextMate,1,45
middle,Engineering manager,CLion,1,46
middle,Hardware Engineer,Visual Studio Code,2,1
middle,Hardware Engineer,CLion,2,2
middle,Hardware Engineer,Android Studio,1,3
middle,Hardware Engineer,WebStorm,1,4
middle,Hardware Engineer,PhpStorm,1,5
middle,Hardware Engineer,PyCharm,1,6
middle,Hardware Engineer,Neovim,1,7
middle,Hardware Engineer,Kate,1,8
middle,Hardware Engineer,Nano,1,9
middle,Hardware Engineer,Qt Creator,1,10
middle,Hardware Engineer,Jupyter Notebook/JupyterLab,1,11
middle,Marketing or sales professional,Visual Studio Code,23,1
middle,Marketing or sales professional,Github,20,2
middle,Marketing or sales professional,"Google Suite (Docs, Meet, etc)",14,3
middle,Marketing or sales professional,Slack,12,4
middle,Marketing or sales professional,Trello,11,5
middle,Marketing or sales professional,Android Studio,10,6
middle,Marketing or sales professional,Gitlab,9,7
middle,Marketing or sales professional,PyCharm,7,8
middle,Marketing or sales professional,Xcode,7,9
middle,Marketing or sales professional,Notepad++,7,10
middle,Marketing or sales professional,Sublime Text,6,11
middle,Marketing or sales professional,Visual Studio,6,12
middle,Marketing or sales professional,Jira,6,13
middle,Marketing or sales professional,IPython/Jupyter,5,14
middle,Marketing or sales professional,Atom,5,15
middle,Marketing or sales professional,IntelliJ,4,16
middle,Marketing or sales professional,Microsoft Teams,4,17
middle,Marketing or sales professional,RStudio,3,18
middle,Marketing or sales professional,Eclipse,3,19
middle,Marketing or sales professional,Nano,3,20
middle,Marketing or sales professional,Vim,3,21
middle,Marketing or sales professional,Confluence,3,22
middle,Marketing or sales professional,Microsoft Azure,3,23
middle,Marketing or sales professional,PhpStorm,2,24
middle,Marketing or sales professional,Stack Overflow for Teams,2,25
middle,Marketing or sales professional,Jupyter Notebook/JupyterLab,1,26
middle,Marketing or sales professional,Qt Creator,1,27
middle,Marketing or sales professional,NetBeans,1,28
middle,Marketing or sales professional,Neovim,1,29
middle,Marketing or sales professional,Webstorm,1,30
middle,Other (please specify):,Visual Studio Code,138,1
middle,Other (please specify):,Vim,47,2
middle,Other (please specify):,PyCharm,46,3
middle,Other (please specify):,Notepad++,40,4
middle,Other (please specify):,Visual Studio,36,5
middle,Other (please specify):,IntelliJ,33,6
middle,Other (please specify):,Sublime Text,31,7
middle,Other (please specify):,IPython/Jupyter,31,8
middle,Other (please specify):,Android Studio,28,9
middle,Other (please specify):,Eclipse,24,10
middle,Other (please specify):,Atom,22,11
middle,Other (please specify):,Jupyter Notebook/JupyterLab,15,12
middle,Other (please specify):,IntelliJ IDEA,13,13
middle,Other (please specify):,Neovim,13,14
middle,Other (please specify):,Webstorm,13,15
middle,Other (please specify):,Nano,12,16
middle,Other (please specify):,NetBeans,10,17
middle,Other (please specify):,RStudio,9,18
middle,Other (please specify):,PhpStorm,9,19
middle,Other (please specify):,DataGrip,8,20
middle,Other (please specify):,Xcode,8,21
middle,Other (please specify):,Rider,5,22
middle,Other (please specify):,Goland,5,23
middle,Other (please specify):,IPython,5,24
middle,Other (please specify):,PHPStorm,5,25
middle,Other (please specify):,Netbeans,4,26
middle,Other (please specify):,Spyder,4,27
middle,Other (please specify):,WebStorm,3,28
middle,Other (please specify):,VSCodium,3,29
middle,Other (please specify):,CLion,3,30
middle,Other (please specify):,Emacs,2,31
middle,Other (please specify):,Code::Blocks,2,32
middle,Other (please specify):,Helix,2,33
middle,Other (please specify):,Fleet,1,34
middle,Other (please specify):,Micro,1,35
middle,Other (please specify):,Qt Creator,1,36
middle,Other (please specify):,GoLand,1,37
middle,Product manager,Visual Studio Code,133,1
middle,Product manager,Github,59,2
middle,Product manager,Android Studio,46,3
middle,Product manager,Sublime Text,41,4
middle,Product manager,Slack,39,5
middle,Product manager,Visual Studio,36,6
middle,Product manager,Notepad++,36,7
middle,Product manager,IntelliJ,35,8
middle,Product manager,Trello,35,9
middle,Product manager,"Google Suite (Docs, Meet, etc)",33,10
middle,Product manager,Gitlab,33,11
middle,Product manager,Xcode,30,12
middle,Product manager,Jira,30,13
middle,Product manager,PyCharm,27,14
middle,Product manager,Vim,27,15
middle,Product manager,IPython/Jupyter,25,16
middle,Product manager,Atom,23,17
middle,Product manager,Eclipse,19,18
middle,Product manager,Webstorm,17,19
middle,Product manager,NetBeans,14,20
middle,Product manager,Microsoft Teams,13,21
middle,Product manager,Confluence,13,22
middle,Product manager,PHPStorm,10,23
middle,Product manager,Microsoft Azure,9,24
middle,Product manager,Nano,8,25
middle,Product manager,PhpStorm,7,26
middle,Product manager,Neovim,7,27
middle,Product manager,RStudio,7,28
middle,Product manager,Rider,5,29
middle,Product manager,Emacs,3,30
middle,Product manager,Qt Creator,2,31
middle,Product manager,Stack Overflow for Teams,2,32
middle,Product manager,Facebook Workplace,2,33
middle,Product manager,DataGrip,1,34
middle,Product manager,GoLand,1,35
middle,Product manager,RubyMine,1,36
middle,Product manager,Spyder,1,37
middle,Project manager,Visual Studio Code,88,1
middle,Project manager,Visual Studio,35,2
middle,Project manager,Android Studio,31,3
middle,Project manager,Notepad++,28,4
middle,Project manager,Sublime Text,24,5
middle,Project manager,IntelliJ,24,6
middle,Project manager,PyCharm,21,7
middle,Project manager,Xcode,20,8
middle,Project manager,Nano,19,9
middle,Project manager,IPython/Jupyter,16,10
middle,Project manager,PhpStorm,15,11
middle,Project manager,Vim,15,12
middle,Project manager,Webstorm,15,13
middle,Project manager,Eclipse,11,14
middle,Project manager,Atom,9,15
middle,Project manager,NetBeans,8,16
middle,Project manager,RStudio,5,17
middle,Project manager,IntelliJ IDEA,4,18
middle,Project manager,GoLand,4,19
middle,Project manager,Rider,4,20
middle,Project manager,CLion,3,21
middle,Project manager,Spyder,3,22
middle,Project manager,Neovim,2,23
middle,Project manager,"RAD Studio (Delphi, C++ Builder)",2,24
middle,Project manager,RubyMine,2,25
middle,Project manager,Qt Creator,2,26
middle,Project manager,Netbeans,1,27
middle,Project manager,Jupyter Notebook/JupyterLab,1,28
middle,Project manager,WebStorm,1,29
middle,Project manager,Emacs,1,30
middle,Research & Development role,Visual Studio Code,16,1
middle,Research & Development role,Visual Studio,10,2
middle,Research & Development role,Android Studio,10,3
middle,Research & Development role,Jupyter Notebook/JupyterLab,8,4
middle,Research & Development role,Vim,7,5
middle,Research & Development role,PyCharm,6,6
middle,Research & Development role,Notepad++,5,7
middle,Research & Development role,Eclipse,4,8
middle,Research & Development role,Sublime Text,4,9
middle,Research & Development role,Atom,4,10
middle,Research & Development role,Neovim,4,11
middle,Research & Development role,IntelliJ IDEA,3,12
middle,Research & Development role,Nano,3,13
middle,Research & Development role,Rider,3,14
middle,Research & Development role,DataGrip,2,15
middle,Research & Development role,Emacs,2,16
middle,Research & Development role,Xcode,2,17
middle,Research & Development role,Spyder,2,18
middle,Research & Development role,Code::Blocks,1,19
middle,Research & Development role,Goland,1,20
middle,Research & Development role,RStudio,1,21
middle,Research & Development role,Geany,1,22
middle,Research & Development role,IPython,1,23
middle,Research & Development role,"Rad Studio (Delphi, C++ Builder)",1,24
middle,Research & Development role,Fleet,1,25
middle,Scientist,Github,56,1
middle,Scientist,Visual Studio Code,43,2
middle,Scientist,Slack,40,3
middle,Scientist,Gitlab,33,4
middle,Scientist,IPython/Jupyter,27,5
middle,Scientist,"Google Suite (Docs, Meet, etc)",27,6
middle,Scientist,PyCharm,23,7
middle,Scientist,Trello,22,8
middle,Scientist,Jira,17,9
middle,Scientist,Vim,16,10
middle,Scientist,Notepad++,15,11
middle,Scientist,IntelliJ,15,12
middle,Scientist,Visual Studio,15,13
middle,Scientist,Microsoft Teams,15,14
middle,Scientist,Sublime Text,14,15
middle,Scientist,Android Studio,13,16
middle,Scientist,Confluence,10,17
middle,Scientist,Eclipse,9,18
middle,Scientist,Atom,9,19
middle,Scientist,Microsoft Azure,9,20
middle,Scientist,RStudio,8,21
middle,Scientist,Webstorm,8,22
middle,Scientist,Xcode,5,23
middle,Scientist,NetBeans,5,24
middle,Scientist,Neovim,4,25
middle,Scientist,Stack Overflow for Teams,4,26
middle,Scientist,CLion,3,27
middle,Scientist,Nano,3,28
middle,Scientist,Emacs,3,29
middle,Scientist,PHPStorm,3,30
middle,Scientist,Spyder,2,31
middle,Scientist,Jupyter Notebook/JupyterLab,1,32
middle,Scientist,WebStorm,1,33
middle,Scientist,IntelliJ IDEA,1,34
middle,Scientist,Goland,1,35
middle,Scientist,PhpStorm,1,36
middle,Scientist,Rider,1,37
middle,Scientist,Facebook Workplace,1,38
middle,Security professional,Visual Studio Code,46,1
middle,Security professional,Vim,22,2
middle,Security professional,IntelliJ,18,3
middle,Security professional,Notepad++,15,4
middle,Security professional,Android Studio,14,5
middle,Security professional,Visual Studio,13,6
middle,Security professional,Nano,13,7
middle,Security professional,PyCharm,13,8
middle,Security professional,Atom,9,9
middle,Security professional,Eclipse,8,10
middle,Security professional,IPython/Jupyter,7,11
middle,Security professional,Sublime Text,6,12
middle,Security professional,Xcode,6,13
middle,Security professional,Neovim,5,14
middle,Security professional,PhpStorm,5,15
middle,Security professional,Webstorm,5,16
middle,Security professional,CLion,3,17
middle,Security professional,GoLand,3,18
middle,Security professional,Rider,3,19
middle,Security professional,Helix,2,20
middle,Security professional,RubyMine,2,21
middle,Security professional,RStudio,1,22
middle,Security professional,VSCodium,1,23
middle,Security professional,Emacs,1,24
middle,Security professional,NetBeans,1,25
middle,"Senior Executive (C-Suite, VP, etc.)",Visual Studio Code,50,1
middle,"Senior Executive (C-Suite, VP, etc.)",Android Studio,17,2
middle,"Senior Executive (C-Suite, VP, etc.)",Sublime Text,16,3
middle,"Senior Executive (C-Suite, VP, etc.)",PyCharm,15,4
middle,"Senior Executive (C-Suite, VP, etc.)",IntelliJ,15,5
middle,"Senior Executive (C-Suite, VP, etc.)",Notepad++,13,6
middle,"Senior Executive (C-Suite, VP, etc.)",Visual Studio,13,7
middle,"Senior Executive (C-Suite, VP, etc.)",Xcode,11,8
middle,"Senior Executive (C-Suite, VP, etc.)",IPython/Jupyter,11,9
middle,"Senior Executive (C-Suite, VP, etc.)",Vim,10,10
middle,"Senior Executive (C-Suite, VP, etc.)",Atom,9,11
middle,"Senior Executive (C-Suite, VP, etc.)",Nano,8,12
middle,"Senior Executive (C-Suite, VP, etc.)",Webstorm,6,13
middle,"Senior Executive (C-Suite, VP, etc.)",Eclipse,5,14
middle,"Senior Executive (C-Suite, VP, etc.)",IntelliJ IDEA,4,15
middle,"Senior Executive (C-Suite, VP, etc.)",PHPStorm,3,16
middle,"Senior Executive (C-Suite, VP, etc.)",DataGrip,2,17
middle,"Senior Executive (C-Suite, VP, etc.)",Jupyter Notebook/JupyterLab,2,18
middle,"Senior Executive (C-Suite, VP, etc.)",RubyMine,2,19
middle,"Senior Executive (C-Suite, VP, etc.)",IPython,2,20
middle,"Senior Executive (C-Suite, VP, etc.)",CLion,2,21
middle,"Senior Executive (C-Suite, VP, etc.)",PhpStorm,2,22
middle,"Senior Executive (C-Suite, VP, etc.)",NetBeans,2,23
middle,"Senior Executive (C-Suite, VP, etc.)",VSCodium,1,24
middle,"Senior Executive (C-Suite, VP, etc.)",Neovim,1,25
middle,"Senior Executive (C-Suite, VP, etc.)",GoLand,1,26
middle,"Senior Executive (C-Suite, VP, etc.)",Spyder,1,27
middle,"Senior Executive (C-Suite, VP, etc.)",Qt Creator,1,28
middle,"Senior Executive (C-Suite, VP, etc.)",Emacs,1,29
middle,Senior executive/VP,Github,10,1
middle,Senior executive/VP,Slack,6,2
middle,Senior executive/VP,Gitlab,6,3
middle,Senior executive/VP,"Google Suite (Docs, Meet, etc)",5,4
middle,Senior executive/VP,Trello,4,5
middle,Senior executive/VP,Microsoft Teams,3,6
middle,Senior executive/VP,Jira,2,7
middle,Senior executive/VP,Microsoft Azure,2,8
middle,Senior executive/VP,Stack Overflow for Teams,1,9
middle,Senior executive/VP,Facebook Workplace,1,10
middle,Senior executive/VP,Confluence,1,11
middle,Student,Visual Studio Code,291,1
middle,Student,Visual Studio,145,2
middle,Student,IntelliJ,142,3
middle,Student,Android Studio,138,4
middle,Student,PyCharm,107,5
middle,Student,Notepad++,102,6
middle,Student,Sublime Text,95,7
middle,Student,Eclipse,84,8
middle,Student,Vim,84,9
middle,Student,IPython/Jupyter,76,10
middle,Student,NetBeans,61,11
middle,Student,Atom,60,12
middle,Student,Xcode,58,13
middle,Student,Webstorm,51,14
middle,Student,PHPStorm,28,15
middle,Student,Rider,24,16
middle,Student,PhpStorm,21,17
middle,Student,Neovim,21,18
middle,Student,RStudio,20,19
middle,Student,Nano,17,20
middle,Student,RubyMine,11,21
middle,Student,Emacs,10,22
middle,Student,GoLand,9,23
middle,Student,CLion,8,24
middle,Student,Spyder,6,25
middle,Student,Qt Creator,5,26
middle,Student,TextMate,3,27
middle,Student,Code::Blocks,1,28
middle,System administrator,Visual Studio Code,254,1
middle,System administrator,Github,113,2
middle,System administrator,Vim,109,3
middle,System administrator,Notepad++,103,4
middle,System administrator,Visual Studio,93,5
middle,System administrator,Android Studio,93,6
middle,System administrator,IntelliJ,84,7
middle,System administrator,Sublime Text,82,8
middle,System administrator,PyCharm,81,9
middle,System administrator,Slack,68,10
middle,System administrator,Gitlab,66,11
middle,System administrator,Trello,57,12
middle,System administrator,Jira,55,13
middle,System administrator,"Google Suite (Docs, Meet, etc)",53,14
middle,System administrator,Atom,51,15
middle,System administrator,IPython/Jupyter,50,16
middle,System administrator,Eclipse,47,17
middle,System administrator,NetBeans,43,18
middle,System administrator,Webstorm,41,19
middle,System administrator,Microsoft Teams,34,20
middle,System administrator,Xcode,32,21
middle,System administrator,PHPStorm,29,22
middle,System administrator,Confluence,29,23
middle,System administrator,Neovim,25,24
middle,System administrator,Nano,20,25
middle,System administrator,Microsoft Azure,20,26
middle,System administrator,Rider,14,27
middle,System administrator,RStudio,13,28
middle,System administrator,PhpStorm,11,29
middle,System administrator,Stack Overflow for Teams,9,30
middle,System administrator,CLion,8,31
middle,System administrator,GoLand,7,32
middle,System administrator,Emacs,7,33
middle,System administrator,Facebook Workplace,6,34
middle,System administrator,Spyder,5,35
middle,System administrator,TextMate,5,36
middle,System administrator,Qt Creator,4,37
middle,System administrator,Jupyter Notebook/JupyterLab,3,38
middle,System administrator,VSCodium,3,39
middle,System administrator,IntelliJ IDEA,3,40
middle,System administrator,RubyMine,3,41
middle,System administrator,Netbeans,1,42
middle,System administrator,BBEdit,1,43
middle,System administrator,Code::Blocks,1,44
middle,System administrator,IPython,1,45
