YearsGroup,DevType,Webframe,Count,Rank
senior,Hardware Engineer,WordPress,2,10
senior,Hardware Engineer,Ruby on Rails,2,11
senior,Hardware Engineer,Vue.js,2,12
senior,Hardware Engineer,FastAPI,2,13
senior,Hardware Engineer,NestJS,2,14
senior,Hardware Engineer,Django,2,15
senior,Hardware Engineer,Gatsby,1,16
senior,Hardware Engineer,Laravel,1,17
senior,Hardware Engineer,Spring Boot,1,18
senior,Hardware Engineer,Blazor,1,19
senior,Hardware Engineer,Play Framework,1,20
senior,Hardware Engineer,Symfony,1,21
senior,Hardware Engineer,ASP.NET,1,22
senior,Marketing or sales professional,jQuery,214,1
senior,Marketing or sales professional,React.js,147,2
senior,Marketing or sales professional,Vue.js,96,3
senior,Marketing or sales professional,Express,82,4
senior,Marketing or sales professional,Angular,80,5
senior,Marketing or sales professional,Laravel,78,6
senior,Marketing or sales professional,ASP.NET,75,7
senior,Marketing or sales professional,Angular.js,67,8
senior,Marketing or sales professional,Node.js,64,9
senior,Marketing or sales professional,Django,55,10
senior,Marketing or sales professional,ASP.NET Core ,42,11
senior,Marketing or sales professional,Ruby on Rails,41,12
senior,Marketing or sales professional,Flask,41,13
senior,Marketing or sales professional,Drupal,37,14
senior,Marketing or sales professional,Symfony,34,15
senior,Marketing or sales professional,Gatsby,34,16
senior,Marketing or sales professional,Spring,26,17
senior,Marketing or sales professional,ASP.NET Core,24,18
senior,Marketing or sales professional,Next.js,20,19
senior,Marketing or sales professional,Svelte,13,20
senior,Marketing or sales professional,FastAPI,12,21
senior,Marketing or sales professional,React,6,22
senior,Marketing or sales professional,Blazor,5,23
senior,Marketing or sales professional,Fastify,5,24
senior,Marketing or sales professional,WordPress,4,25
senior,Marketing or sales professional,Nuxt.js,4,26
senior,Marketing or sales professional,Phoenix,2,27
senior,Marketing or sales professional,ASP.NET CORE,1,28
senior,Marketing or sales professional,Spring Boot,1,29
senior,Marketing or sales professional,Play Framework,1,30
senior,Marketing or sales professional,Deno,1,31
senior,Other (please specify):,Node.js,449,1
senior,Other (please specify):,jQuery,435,2
senior,Other (please specify):,React.js,420,3
senior,Other (please specify):,Angular,393,4
senior,Other (please specify):,Express,362,5
senior,Other (please specify):,Vue.js,306,6
senior,Other (please specify):,ASP.NET,299,7
senior,Other (please specify):,Flask,274,8
senior,Other (please specify):,ASP.NET Core ,267,9
senior,Other (please specify):,React,217,10
senior,Other (please specify):,Django,186,11
senior,Other (please specify):,Angular.js,142,12
senior,Other (please specify):,ASP.NET CORE,135,13
senior,Other (please specify):,Ruby on Rails,121,14
senior,Other (please specify):,Spring,120,15
senior,Other (please specify):,Next.js,117,16
senior,Other (please specify):,FastAPI,109,17
senior,Other (please specify):,Laravel,97,18
senior,Other (please specify):,WordPress,92,19
senior,Other (please specify):,Spring Boot,89,20
senior,Other (please specify):,Symfony,79,21
senior,Other (please specify):,Svelte,75,22
senior,Other (please specify):,Gatsby,71,23
senior,Other (please specify):,Drupal,63,24
senior,Other (please specify):,Blazor,58,25
senior,Other (please specify):,AngularJS,55,26
senior,Other (please specify):,NestJS,31,27
senior,Other (please specify):,Nuxt.js,29,28
senior,Other (please specify):,Fastify,26,29
senior,Other (please specify):,Phoenix,22,30
senior,Other (please specify):,Deno,20,31
senior,Other (please specify):,CodeIgniter,10,32
senior,Other (please specify):,Remix,6,33
senior,Other (please specify):,Solid.js,5,34
senior,Other (please specify):,Play Framework,5,35
senior,Other (please specify):,Lit,4,36
senior,Other (please specify):,Elm,4,37
senior,Other (please specify):,Qwik,1,38
senior,Product manager,jQuery,1151,1
senior,Product manager,React.js,997,2
senior,Product manager,Angular,700,3
senior,Product manager,Express,623,4
senior,Product manager,Vue.js,603,5
senior,Product manager,ASP.NET,592,6
senior,Product manager,Angular.js,429,7
senior,Product manager,ASP.NET Core ,403,8
senior,Product manager,Node.js,398,9
senior,Product manager,Laravel,381,10
senior,Product manager,Django,376,11
senior,Product manager,Flask,325,12
senior,Product manager,Ruby on Rails,236,13
senior,Product manager,Spring,236,14
senior,Product manager,ASP.NET Core,195,15
senior,Product manager,Symfony,164,16
senior,Product manager,Gatsby,138,17
senior,Product manager,Next.js,128,18
senior,Product manager,Drupal,126,19
senior,Product manager,FastAPI,109,20
senior,Product manager,Svelte,87,21
senior,Product manager,Blazor,53,22
senior,Product manager,Nuxt.js,42,23
senior,Product manager,React,35,24
senior,Product manager,WordPress,27,25
senior,Product manager,Phoenix,24,26
senior,Product manager,ASP.NET CORE,23,27
senior,Product manager,Fastify,17,28
senior,Product manager,Deno,12,29
senior,Product manager,Spring Boot,9,30
senior,Product manager,AngularJS,8,31
senior,Product manager,Play Framework,6,32
senior,Product manager,CodeIgniter,4,33
senior,Product manager,NestJS,4,34
senior,Product manager,Elm,3,35
senior,Product manager,Remix,2,36
senior,Product manager,Lit,1,37
senior,Project manager,Node.js,586,1
senior,Project manager,jQuery,473,2
senior,Project manager,React.js,425,3
senior,Project manager,Vue.js,318,4
senior,Project manager,Angular,317,5
senior,Project manager,ASP.NET Core ,268,6
senior,Project manager,Express,265,7
senior,Project manager,ASP.NET,254,8
senior,Project manager,Laravel,195,9
senior,Project manager,Next.js,161,10
senior,Project manager,Django,153,11
senior,Project manager,Flask,151,12
senior,Project manager,Angular.js,148,13
senior,Project manager,Symfony,85,14
senior,Project manager,FastAPI,83,15
senior,Project manager,Ruby on Rails,81,16
senior,Project manager,Blazor,78,17
senior,Project manager,Nuxt.js,62,18
senior,Project manager,Drupal,61,19
senior,Project manager,Gatsby,54,20
senior,Project manager,Svelte,50,21
senior,Project manager,Phoenix,40,22
senior,Project manager,WordPress,37,23
senior,Project manager,React,35,24
senior,Project manager,Deno,24,25
senior,Project manager,ASP.NET CORE,23,26
senior,Project manager,Play Framework,16,27
senior,Project manager,Spring Boot,16,28
senior,Project manager,Fastify,16,29
senior,Project manager,AngularJS,13,30
senior,Project manager,NestJS,8,31
senior,Project manager,CodeIgniter,3,32
senior,Project manager,Elm,2,33
senior,Project manager,Remix,1,34
senior,Project manager,Lit,1,35
senior,Project manager,Solid.js,1,36
senior,Research & Development role,Node.js,90,1
senior,Research & Development role,React,70,2
senior,Research & Development role,Angular,43,3
senior,Research & Development role,ASP.NET CORE,42,4
senior,Research & Development role,jQuery,41,5
senior,Research & Development role,Flask,38,6
senior,Research & Development role,Spring Boot,34,7
senior,Research & Development role,Vue.js,32,8
senior,Research & Development role,Express,32,9
senior,Research & Development role,Django,28,10
senior,Research & Development role,FastAPI,28,11
senior,Research & Development role,WordPress,27,12
senior,Research & Development role,AngularJS,24,13
senior,Research & Development role,Next.js,20,14
senior,Research & Development role,ASP.NET,20,15
senior,Research & Development role,Blazor,17,16
senior,Research & Development role,Svelte,13,17
senior,Research & Development role,Laravel,9,18
senior,Research & Development role,Ruby on Rails,9,19
senior,Research & Development role,NestJS,7,20
senior,Research & Development role,Deno,7,21
senior,Research & Development role,Solid.js,5,22
senior,Research & Development role,Phoenix,5,23
senior,Research & Development role,Symfony,4,24
senior,Research & Development role,Fastify,4,25
senior,Research & Development role,Gatsby,3,26
senior,Research & Development role,Elm,3,27
senior,Research & Development role,Remix,3,28
senior,Research & Development role,Drupal,3,29
senior,Research & Development role,Nuxt.js,3,30
senior,Research & Development role,CodeIgniter,2,31
senior,Research & Development role,Play Framework,2,32
senior,Research & Development role,Lit,2,33
senior,Research & Development role,Qwik,2,34
senior,Scientist,jQuery,311,1
senior,Scientist,Flask,263,2
senior,Scientist,React.js,259,3
senior,Scientist,Angular,186,4
senior,Scientist,Django,180,5
senior,Scientist,Vue.js,154,6
senior,Scientist,Express,139,7
senior,Scientist,ASP.NET,131,8
senior,Scientist,Angular.js,121,9
senior,Scientist,Spring,93,10
senior,Scientist,Laravel,80,11
senior,Scientist,ASP.NET Core,71,12
senior,Scientist,Node.js,69,13
senior,Scientist,Ruby on Rails,67,14
senior,Scientist,ASP.NET Core ,58,15
senior,Scientist,FastAPI,52,16
senior,Scientist,Symfony,43,17
senior,Scientist,Drupal,33,18
senior,Scientist,Gatsby,32,19
senior,Scientist,Svelte,20,20
senior,Scientist,Next.js,14,21
senior,Scientist,Blazor,10,22
senior,Scientist,Play Framework,6,23
senior,Scientist,Nuxt.js,5,24
senior,Scientist,Deno,5,25
senior,Scientist,ASP.NET CORE,4,26
senior,Scientist,WordPress,3,27
senior,Scientist,Phoenix,3,28
senior,Scientist,Fastify,2,29
senior,Scientist,Lit,1,30
senior,Scientist,React,1,31
senior,Security professional,Node.js,276,1
senior,Security professional,React.js,198,2
senior,Security professional,jQuery,182,3
senior,Security professional,Angular,137,4
senior,Security professional,Vue.js,129,5
senior,Security professional,Flask,124,6
senior,Security professional,ASP.NET Core ,124,7
senior,Security professional,ASP.NET,105,8
senior,Security professional,Express,104,9
senior,Security professional,Django,103,10
senior,Security professional,FastAPI,67,11
senior,Security professional,Ruby on Rails,67,12
senior,Security professional,Next.js,63,13
senior,Security professional,Laravel,60,14
senior,Security professional,Angular.js,54,15
senior,Security professional,Blazor,43,16
senior,Security professional,Symfony,41,17
senior,Security professional,React,34,18
senior,Security professional,Drupal,30,19
senior,Security professional,Svelte,27,20
senior,Security professional,Gatsby,24,21
senior,Security professional,Deno,23,22
senior,Security professional,WordPress,21,23
senior,Security professional,Phoenix,21,24
senior,Security professional,Nuxt.js,17,25
senior,Security professional,ASP.NET CORE,13,26
senior,Security professional,Fastify,10,27
senior,Security professional,Play Framework,9,28
senior,Security professional,Spring Boot,8,29
senior,Security professional,AngularJS,7,30
senior,Security professional,CodeIgniter,4,31
senior,Security professional,Solid.js,3,32
senior,Security professional,Remix,1,33
senior,Security professional,Elm,1,34
senior,"Senior Executive (C-Suite, VP, etc.)",React.js,654,1
senior,"Senior Executive (C-Suite, VP, etc.)",jQuery,562,2
senior,"Senior Executive (C-Suite, VP, etc.)",Node.js,550,3
senior,"Senior Executive (C-Suite, VP, etc.)",Express,490,4
senior,"Senior Executive (C-Suite, VP, etc.)",Vue.js,428,5
senior,"Senior Executive (C-Suite, VP, etc.)",Angular,414,6
senior,"Senior Executive (C-Suite, VP, etc.)",ASP.NET Core ,307,7
senior,"Senior Executive (C-Suite, VP, etc.)",ASP.NET,287,8
senior,"Senior Executive (C-Suite, VP, etc.)",Ruby on Rails,263,9
senior,"Senior Executive (C-Suite, VP, etc.)",Django,259,10
senior,"Senior Executive (C-Suite, VP, etc.)",Flask,257,11
senior,"Senior Executive (C-Suite, VP, etc.)",React,246,12
senior,"Senior Executive (C-Suite, VP, etc.)",Next.js,217,13
senior,"Senior Executive (C-Suite, VP, etc.)",Laravel,209,14
senior,"Senior Executive (C-Suite, VP, etc.)",Angular.js,185,15
senior,"Senior Executive (C-Suite, VP, etc.)",FastAPI,134,16
senior,"Senior Executive (C-Suite, VP, etc.)",Svelte,120,17
senior,"Senior Executive (C-Suite, VP, etc.)",WordPress,115,18
senior,"Senior Executive (C-Suite, VP, etc.)",Symfony,112,19
senior,"Senior Executive (C-Suite, VP, etc.)",Gatsby,109,20
senior,"Senior Executive (C-Suite, VP, etc.)",ASP.NET CORE,105,21
senior,"Senior Executive (C-Suite, VP, etc.)",Spring,79,22
senior,"Senior Executive (C-Suite, VP, etc.)",Drupal,72,23
senior,"Senior Executive (C-Suite, VP, etc.)",Blazor,70,24
senior,"Senior Executive (C-Suite, VP, etc.)",Nuxt.js,66,25
senior,"Senior Executive (C-Suite, VP, etc.)",Phoenix,64,26
senior,"Senior Executive (C-Suite, VP, etc.)",Spring Boot,46,27
senior,"Senior Executive (C-Suite, VP, etc.)",AngularJS,45,28
senior,"Senior Executive (C-Suite, VP, etc.)",Fastify,42,29
senior,"Senior Executive (C-Suite, VP, etc.)",NestJS,36,30
senior,"Senior Executive (C-Suite, VP, etc.)",Deno,32,31
senior,"Senior Executive (C-Suite, VP, etc.)",Play Framework,11,32
senior,"Senior Executive (C-Suite, VP, etc.)",Remix,11,33
senior,"Senior Executive (C-Suite, VP, etc.)",CodeIgniter,11,34
senior,"Senior Executive (C-Suite, VP, etc.)",Elm,9,35
senior,"Senior Executive (C-Suite, VP, etc.)",Lit,7,36
senior,"Senior Executive (C-Suite, VP, etc.)",Solid.js,6,37
senior,"Senior Executive (C-Suite, VP, etc.)",Qwik,2,38
senior,Senior executive/VP,jQuery,189,1
senior,Senior executive/VP,React.js,180,2
senior,Senior executive/VP,Vue.js,111,3
senior,Senior executive/VP,ASP.NET Core,104,4
senior,Senior executive/VP,Angular,101,5
senior,Senior executive/VP,ASP.NET,98,6
senior,Senior executive/VP,Express,95,7
senior,Senior executive/VP,Django,74,8
senior,Senior executive/VP,Angular.js,71,9
senior,Senior executive/VP,Flask,66,10
senior,Senior executive/VP,Laravel,62,11
senior,Senior executive/VP,Ruby on Rails,57,12
senior,Senior executive/VP,Spring,46,13
senior,Senior executive/VP,Symfony,25,14
senior,Senior executive/VP,Gatsby,23,15
senior,Senior executive/VP,Drupal,23,16
senior,Student,React.js,200,1
senior,Student,jQuery,180,2
senior,Student,Express,151,3
senior,Student,Angular,150,4
senior,Student,Flask,123,5
senior,Student,Django,103,6
senior,Student,Vue.js,99,7
senior,Student,ASP.NET Core ,92,8
senior,Student,ASP.NET,89,9
senior,Student,Angular.js,75,10
senior,Student,Laravel,69,11
senior,Student,Spring,68,12
senior,Student,Node.js,59,13
senior,Student,FastAPI,42,14
senior,Student,Ruby on Rails,39,15
senior,Student,Gatsby,28,16
senior,Student,Svelte,25,17
senior,Student,Next.js,23,18
senior,Student,Symfony,23,19
senior,Student,Drupal,23,20
senior,Student,Phoenix,8,21
senior,Student,Deno,7,22
senior,Student,Nuxt.js,7,23
senior,Student,Blazor,4,24
senior,Student,React,3,25
senior,Student,Fastify,3,26
senior,Student,Play Framework,3,27
senior,Student,Remix,1,28
senior,Student,AngularJS,1,29
senior,Student,ASP.NET CORE,1,30
senior,Student,NestJS,1,31
senior,Student,Solid.js,1,32
senior,Student,Lit,1,33
senior,Student,Qwik,1,34
senior,Student,CodeIgniter,1,35
senior,Student,Elm,1,36
senior,Student,WordPress,1,37
senior,Student,Spring Boot,1,38
senior,System administrator,jQuery,2217,1
senior,System administrator,React.js,1559,2
senior,System administrator,Vue.js,1107,3
senior,System administrator,Angular,1087,4
senior,System administrator,Express,992,5
senior,System administrator,ASP.NET,958,6
senior,System administrator,Flask,865,7
senior,System administrator,Django,823,8
senior,System administrator,Laravel,737,9
senior,System administrator,Node.js,659,10
senior,System administrator,Angular.js,649,11
senior,System administrator,ASP.NET Core ,648,12
senior,System administrator,Spring,476,13
senior,System administrator,Ruby on Rails,428,14
senior,System administrator,Symfony,388,15
senior,System administrator,ASP.NET Core,333,16
senior,System administrator,Drupal,256,17
senior,System administrator,FastAPI,201,18
senior,System administrator,Gatsby,190,19
senior,System administrator,Next.js,150,20
senior,System administrator,Svelte,125,21
senior,System administrator,Blazor,80,22
senior,System administrator,Nuxt.js,68,23
senior,System administrator,Phoenix,56,24
senior,System administrator,Deno,36,25
senior,System administrator,WordPress,34,26
senior,System administrator,Fastify,23,27
senior,System administrator,React,21,28
senior,System administrator,Play Framework,14,29
senior,System administrator,ASP.NET CORE,13,30
senior,System administrator,AngularJS,5,31
senior,System administrator,CodeIgniter,4,32
senior,System administrator,Spring Boot,2,33
senior,System administrator,Elm,1,34
