YearsGroup,DevType,Tools,Count,Rank
senior,Other (please specify):,DataGrip,49,24
senior,Other (please specify):,CLion,45,25
senior,Other (please specify):,RStudio,44,26
senior,Other (please specify):,RubyMine,37,27
senior,Other (please specify):,IPython,36,28
senior,Other (please specify):,Goland,28,29
senior,Other (please specify):,TextMate,27,30
senior,Other (please specify):,GoLand,21,31
senior,Other (please specify):,Qt Creator,17,32
senior,Other (please specify):,Netbeans,15,33
senior,Other (please specify):,VSCodium,13,34
senior,Other (please specify):,Fleet,10,35
senior,Other (please specify):,Spyder,10,36
senior,Other (please specify):,"RAD Studio (Delphi, C++ Builder)",10,37
senior,Other (please specify):,BBEdit,8,38
senior,Other (please specify):,Helix,8,39
senior,Other (please specify):,"Rad Studio (Delphi, C++ Builder)",8,40
senior,Other (please specify):,Kate,5,41
senior,Other (please specify):,Code::Blocks,3,42
senior,Other (please specify):,Geany,3,43
senior,Other (please specify):,Nova,2,44
senior,Product manager,Visual Studio Code,1328,1
senior,Product manager,Github,678,2
senior,Product manager,Visual Studio,637,3
senior,Product manager,Notepad++,606,4
senior,Product manager,Slack,501,5
senior,Product manager,Android Studio,473,6
senior,Product manager,"Google Suite (Docs, Meet, etc)",450,7
senior,Product manager,Vim,449,8
senior,Product manager,Jira,428,9
senior,Product manager,IntelliJ,399,10
senior,Product manager,Sublime Text,378,11
senior,Product manager,Xcode,351,12
senior,Product manager,Trello,325,13
senior,Product manager,Gitlab,319,14
senior,Product manager,Eclipse,276,15
senior,Product manager,Confluence,274,16
senior,Product manager,Microsoft Teams,252,17
senior,Product manager,PyCharm,242,18
senior,Product manager,Webstorm,201,19
senior,Product manager,Atom,199,20
senior,Product manager,Microsoft Azure,196,21
senior,Product manager,IPython/Jupyter,158,22
senior,Product manager,NetBeans,137,23
senior,Product manager,PHPStorm,132,24
senior,Product manager,Nano,117,25
senior,Product manager,Rider,106,26
senior,Product manager,PhpStorm,91,27
senior,Product manager,Emacs,75,28
senior,Product manager,Neovim,69,29
senior,Product manager,RStudio,51,30
senior,Product manager,RubyMine,42,31
senior,Product manager,TextMate,41,32
senior,Product manager,"RAD Studio (Delphi, C++ Builder)",38,33
senior,Product manager,Stack Overflow for Teams,35,34
senior,Product manager,GoLand,34,35
senior,Product manager,CLion,33,36
senior,Product manager,Facebook Workplace,27,37
senior,Product manager,IntelliJ IDEA,16,38
senior,Product manager,Jupyter Notebook/JupyterLab,15,39
senior,Product manager,Qt Creator,13,40
senior,Product manager,"Rad Studio (Delphi, C++ Builder)",9,41
senior,Product manager,Spyder,7,42
senior,Product manager,WebStorm,5,43
senior,Product manager,BBEdit,5,44
senior,Product manager,DataGrip,4,45
senior,Product manager,Geany,3,46
senior,Product manager,Helix,3,47
senior,Product manager,IPython,2,48
senior,Product manager,Netbeans,2,49
senior,Product manager,Nova,2,50
senior,Product manager,Goland,2,51
senior,Product manager,VSCodium,1,52
senior,Product manager,Code::Blocks,1,53
senior,Product manager,Micro,1,54
senior,Product manager,Fleet,1,55
senior,Project manager,Visual Studio Code,925,1
senior,Project manager,Visual Studio,468,2
senior,Project manager,Notepad++,448,3
senior,Project manager,Vim,324,4
senior,Project manager,Android Studio,321,5
senior,Project manager,IntelliJ,280,6
senior,Project manager,Sublime Text,225,7
senior,Project manager,Xcode,213,8
senior,Project manager,Eclipse,185,9
senior,Project manager,PyCharm,172,10
senior,Project manager,PhpStorm,167,11
senior,Project manager,Nano,147,12
senior,Project manager,Atom,125,13
senior,Project manager,IPython/Jupyter,117,14
senior,Project manager,Webstorm,108,15
senior,Project manager,NetBeans,82,16
senior,Project manager,Rider,81,17
senior,Project manager,Neovim,55,18
senior,Project manager,"RAD Studio (Delphi, C++ Builder)",53,19
senior,Project manager,CLion,49,20
senior,Project manager,Emacs,46,21
senior,Project manager,GoLand,43,22
senior,Project manager,Qt Creator,30,23
senior,Project manager,RStudio,26,24
senior,Project manager,IntelliJ IDEA,25,25
senior,Project manager,RubyMine,22,26
senior,Project manager,TextMate,21,27
senior,Project manager,Jupyter Notebook/JupyterLab,18,28
senior,Project manager,Spyder,13,29
senior,Project manager,DataGrip,8,30
senior,Project manager,Netbeans,8,31
senior,Project manager,IPython,7,32
senior,Project manager,"Rad Studio (Delphi, C++ Builder)",7,33
senior,Project manager,WebStorm,6,34
senior,Project manager,Code::Blocks,5,35
senior,Project manager,Goland,4,36
senior,Project manager,VSCodium,3,37
senior,Project manager,Kate,3,38
senior,Project manager,Nova,2,39
senior,Project manager,Geany,2,40
senior,Project manager,Helix,1,41
senior,Project manager,BBEdit,1,42
senior,Research & Development role,Visual Studio Code,176,1
senior,Research & Development role,Visual Studio,76,2
senior,Research & Development role,Notepad++,72,3
senior,Research & Development role,Vim,68,4
senior,Research & Development role,IntelliJ IDEA,67,5
senior,Research & Development role,Jupyter Notebook/JupyterLab,53,6
senior,Research & Development role,PyCharm,44,7
senior,Research & Development role,Sublime Text,36,8
senior,Research & Development role,Android Studio,34,9
senior,Research & Development role,Eclipse,29,10
senior,Research & Development role,Xcode,24,11
senior,Research & Development role,Neovim,23,12
senior,Research & Development role,IPython,22,13
senior,Research & Development role,CLion,22,14
senior,Research & Development role,Rider,20,15
senior,Research & Development role,Nano,20,16
senior,Research & Development role,WebStorm,20,17
senior,Research & Development role,DataGrip,16,18
senior,Research & Development role,Atom,15,19
senior,Research & Development role,Emacs,12,20
senior,Research & Development role,Qt Creator,10,21
senior,Research & Development role,PhpStorm,10,22
senior,Research & Development role,VSCodium,9,23
senior,Research & Development role,RStudio,9,24
senior,Research & Development role,Goland,9,25
senior,Research & Development role,Netbeans,9,26
senior,Research & Development role,Spyder,8,27
senior,Research & Development role,RubyMine,5,28
senior,Research & Development role,Kate,3,29
senior,Research & Development role,Code::Blocks,3,30
senior,Research & Development role,Fleet,3,31
senior,Research & Development role,"Rad Studio (Delphi, C++ Builder)",3,32
senior,Research & Development role,Helix,2,33
senior,Research & Development role,TextMate,1,34
senior,Research & Development role,BBEdit,1,35
senior,Research & Development role,Micro,1,36
senior,Research & Development role,condo,1,37
senior,Research & Development role,Geany,1,38
senior,Scientist,Github,322,1
senior,Scientist,Visual Studio Code,280,2
senior,Scientist,Slack,212,3
senior,Scientist,Gitlab,202,4
senior,Scientist,"Google Suite (Docs, Meet, etc)",184,5
senior,Scientist,Jira,179,6
senior,Scientist,IPython/Jupyter,161,7
senior,Scientist,Notepad++,158,8
senior,Scientist,Vim,158,9
senior,Scientist,Visual Studio,149,10
senior,Scientist,PyCharm,147,11
senior,Scientist,IntelliJ,138,12
senior,Scientist,Trello,132,13
senior,Scientist,Confluence,119,14
senior,Scientist,Sublime Text,106,15
senior,Scientist,Android Studio,104,16
senior,Scientist,Microsoft Teams,97,17
senior,Scientist,Eclipse,89,18
senior,Scientist,Atom,72,19
senior,Scientist,Microsoft Azure,59,20
senior,Scientist,Xcode,56,21
senior,Scientist,RStudio,54,22
senior,Scientist,Emacs,46,23
senior,Scientist,Webstorm,46,24
senior,Scientist,NetBeans,42,25
senior,Scientist,Nano,33,26
senior,Scientist,Stack Overflow for Teams,29,27
senior,Scientist,Neovim,25,28
senior,Scientist,PHPStorm,24,29
senior,Scientist,CLion,20,30
senior,Scientist,Rider,19,31
senior,Scientist,Spyder,14,32
senior,Scientist,RubyMine,14,33
senior,Scientist,PhpStorm,11,34
senior,Scientist,Facebook Workplace,11,35
senior,Scientist,TextMate,10,36
senior,Scientist,GoLand,9,37
senior,Scientist,"RAD Studio (Delphi, C++ Builder)",8,38
senior,Scientist,Qt Creator,7,39
senior,Scientist,Jupyter Notebook/JupyterLab,5,40
senior,Scientist,IPython,3,41
senior,Scientist,VSCodium,1,42
senior,Scientist,Netbeans,1,43
senior,Security professional,Visual Studio Code,441,1
senior,Security professional,Vim,266,2
senior,Security professional,Notepad++,217,3
senior,Security professional,Visual Studio,195,4
senior,Security professional,IntelliJ,160,5
senior,Security professional,PyCharm,122,6
senior,Security professional,Android Studio,121,7
senior,Security professional,Sublime Text,111,8
senior,Security professional,Nano,89,9
senior,Security professional,Eclipse,86,10
senior,Security professional,Xcode,74,11
senior,Security professional,Webstorm,72,12
senior,Security professional,Atom,65,13
senior,Security professional,PhpStorm,65,14
senior,Security professional,IPython/Jupyter,63,15
senior,Security professional,Neovim,61,16
senior,Security professional,Rider,51,17
senior,Security professional,GoLand,48,18
senior,Security professional,CLion,43,19
senior,Security professional,Emacs,41,20
senior,Security professional,NetBeans,32,21
senior,Security professional,IntelliJ IDEA,30,22
senior,Security professional,"RAD Studio (Delphi, C++ Builder)",22,23
senior,Security professional,RubyMine,18,24
senior,Security professional,RStudio,16,25
senior,Security professional,Jupyter Notebook/JupyterLab,15,26
senior,Security professional,Qt Creator,14,27
senior,Security professional,TextMate,12,28
senior,Security professional,VSCodium,11,29
senior,Security professional,Goland,5,30
senior,Security professional,IPython,5,31
senior,Security professional,BBEdit,4,32
senior,Security professional,WebStorm,4,33
senior,Security professional,Netbeans,3,34
senior,Security professional,DataGrip,3,35
senior,Security professional,Spyder,3,36
senior,Security professional,Kate,2,37
senior,Security professional,Fleet,1,38
senior,Security professional,Helix,1,39
senior,Security professional,Nova,1,40
senior,"Senior Executive (C-Suite, VP, etc.)",Visual Studio Code,1323,1
senior,"Senior Executive (C-Suite, VP, etc.)",Visual Studio,535,2
senior,"Senior Executive (C-Suite, VP, etc.)",Vim,504,3
senior,"Senior Executive (C-Suite, VP, etc.)",Android Studio,431,4
senior,"Senior Executive (C-Suite, VP, etc.)",Notepad++,412,5
senior,"Senior Executive (C-Suite, VP, etc.)",Xcode,366,6
senior,"Senior Executive (C-Suite, VP, etc.)",IntelliJ,349,7
senior,"Senior Executive (C-Suite, VP, etc.)",Sublime Text,346,8
senior,"Senior Executive (C-Suite, VP, etc.)",PyCharm,262,9
senior,"Senior Executive (C-Suite, VP, etc.)",Eclipse,200,10
senior,"Senior Executive (C-Suite, VP, etc.)",Webstorm,167,11
senior,"Senior Executive (C-Suite, VP, etc.)",Atom,163,12
senior,"Senior Executive (C-Suite, VP, etc.)",Rider,156,13
senior,"Senior Executive (C-Suite, VP, etc.)",IPython/Jupyter,135,14
senior,"Senior Executive (C-Suite, VP, etc.)",Neovim,132,15
senior,"Senior Executive (C-Suite, VP, etc.)",PhpStorm,129,16
senior,"Senior Executive (C-Suite, VP, etc.)",Nano,124,17
senior,"Senior Executive (C-Suite, VP, etc.)",IntelliJ IDEA,110,18
senior,"Senior Executive (C-Suite, VP, etc.)",Emacs,102,19
senior,"Senior Executive (C-Suite, VP, etc.)",PHPStorm,87,20
senior,"Senior Executive (C-Suite, VP, etc.)",Jupyter Notebook/JupyterLab,74,21
senior,"Senior Executive (C-Suite, VP, etc.)",NetBeans,73,22
senior,"Senior Executive (C-Suite, VP, etc.)",RubyMine,58,23
senior,"Senior Executive (C-Suite, VP, etc.)",DataGrip,49,24
senior,"Senior Executive (C-Suite, VP, etc.)",WebStorm,48,25
senior,"Senior Executive (C-Suite, VP, etc.)",CLion,46,26
senior,"Senior Executive (C-Suite, VP, etc.)",TextMate,45,27
senior,"Senior Executive (C-Suite, VP, etc.)",RStudio,40,28
senior,"Senior Executive (C-Suite, VP, etc.)",GoLand,27,29
senior,"Senior Executive (C-Suite, VP, etc.)","RAD Studio (Delphi, C++ Builder)",25,30
senior,"Senior Executive (C-Suite, VP, etc.)",IPython,21,31
senior,"Senior Executive (C-Suite, VP, etc.)",Goland,18,32
senior,"Senior Executive (C-Suite, VP, etc.)",Qt Creator,15,33
senior,"Senior Executive (C-Suite, VP, etc.)","Rad Studio (Delphi, C++ Builder)",15,34
senior,"Senior Executive (C-Suite, VP, etc.)",Spyder,13,35
senior,"Senior Executive (C-Suite, VP, etc.)",Netbeans,11,36
senior,"Senior Executive (C-Suite, VP, etc.)",Fleet,9,37
senior,"Senior Executive (C-Suite, VP, etc.)",VSCodium,9,38
senior,"Senior Executive (C-Suite, VP, etc.)",Helix,8,39
senior,"Senior Executive (C-Suite, VP, etc.)",BBEdit,6,40
senior,"Senior Executive (C-Suite, VP, etc.)",Kate,5,41
senior,"Senior Executive (C-Suite, VP, etc.)",Micro,3,42
senior,"Senior Executive (C-Suite, VP, etc.)",Nova,3,43
senior,"Senior Executive (C-Suite, VP, etc.)",condo,2,44
senior,"Senior Executive (C-Suite, VP, etc.)",Code::Blocks,2,45
senior,"Senior Executive (C-Suite, VP, etc.)",Geany,1,46
senior,Senior executive/VP,Github,372,1
senior,Senior executive/VP,Slack,319,2
senior,Senior executive/VP,"Google Suite (Docs, Meet, etc)",292,3
senior,Senior executive/VP,Jira,238,4
senior,Senior executive/VP,Trello,192,5
senior,Senior executive/VP,Gitlab,173,6
senior,Senior executive/VP,Confluence,155,7
senior,Senior executive/VP,Microsoft Teams,117,8
senior,Senior executive/VP,Microsoft Azure,110,9
senior,Senior executive/VP,Stack Overflow for Teams,22,10
senior,Senior executive/VP,Facebook Workplace,18,11
senior,Student,Visual Studio Code,373,1
senior,Student,IntelliJ,210,2
senior,Student,Notepad++,189,3
senior,Student,Visual Studio,182,4
senior,Student,Android Studio,174,5
senior,Student,PyCharm,160,6
senior,Student,Vim,141,7
senior,Student,Sublime Text,134,8
senior,Student,IPython/Jupyter,123,9
senior,Student,Eclipse,114,10
senior,Student,Atom,81,11
senior,Student,NetBeans,77,12
senior,Student,Xcode,76,13
senior,Student,Webstorm,71,14
senior,Student,PHPStorm,52,15
senior,Student,RStudio,48,16
senior,Student,Rider,30,17
senior,Student,Neovim,30,18
senior,Student,Nano,28,19
senior,Student,Emacs,25,20
senior,Student,PhpStorm,18,21
senior,Student,CLion,15,22
senior,Student,RubyMine,13,23
senior,Student,TextMate,9,24
senior,Student,Spyder,7,25
senior,Student,Qt Creator,7,26
senior,Student,GoLand,7,27
senior,Student,Jupyter Notebook/JupyterLab,3,28
senior,Student,"RAD Studio (Delphi, C++ Builder)",3,29
senior,Student,IPython,2,30
senior,Student,WebStorm,2,31
senior,Student,IntelliJ IDEA,2,32
senior,Student,VSCodium,1,33
senior,Student,BBEdit,1,34
senior,Student,DataGrip,1,35
senior,Student,Helix,1,36
senior,Student,Code::Blocks,1,37
senior,Student,Goland,1,38
senior,Student,Geany,1,39
senior,Student,Netbeans,1,40
senior,Student,condo,1,41
senior,Student,Nova,1,42
senior,Student,Fleet,1,43
senior,Student,"Rad Studio (Delphi, C++ Builder)",1,44
senior,Student,Micro,1,45
senior,Student,Kate,1,46
senior,System administrator,Visual Studio Code,2172,1
senior,System administrator,Github,1344,2
senior,System administrator,Vim,1235,3
senior,System administrator,Notepad++,1075,4
senior,System administrator,Visual Studio,1044,5
senior,System administrator,Slack,955,6
senior,System administrator,"Google Suite (Docs, Meet, etc)",851,7
senior,System administrator,Jira,850,8
senior,System administrator,IntelliJ,810,9
senior,System administrator,Gitlab,764,10
senior,System administrator,Android Studio,716,11
senior,System administrator,Sublime Text,617,12
senior,System administrator,Confluence,601,13
senior,System administrator,Trello,567,14
senior,System administrator,PyCharm,537,15
senior,System administrator,Microsoft Teams,507,16
senior,System administrator,Eclipse,456,17
senior,System administrator,Xcode,443,18
senior,System administrator,Microsoft Azure,347,19
senior,System administrator,Atom,335,20
senior,System administrator,Webstorm,317,21
senior,System administrator,IPython/Jupyter,298,22
senior,System administrator,PHPStorm,253,23
senior,System administrator,Nano,238,24
senior,System administrator,NetBeans,237,25
senior,System administrator,Neovim,227,26
senior,System administrator,Emacs,186,27
senior,System administrator,PhpStorm,175,28
senior,System administrator,Rider,175,29
senior,System administrator,RStudio,75,30
senior,System administrator,RubyMine,74,31
senior,System administrator,GoLand,74,32
senior,System administrator,Stack Overflow for Teams,73,33
senior,System administrator,CLion,67,34
senior,System administrator,TextMate,48,35
senior,System administrator,"RAD Studio (Delphi, C++ Builder)",47,36
senior,System administrator,Qt Creator,38,37
senior,System administrator,Facebook Workplace,34,38
senior,System administrator,Spyder,22,39
senior,System administrator,IntelliJ IDEA,12,40
senior,System administrator,Jupyter Notebook/JupyterLab,9,41
senior,System administrator,WebStorm,5,42
senior,System administrator,VSCodium,5,43
senior,System administrator,Netbeans,5,44
senior,System administrator,Code::Blocks,4,45
senior,System administrator,IPython,4,46
senior,System administrator,Micro,3,47
senior,System administrator,Kate,3,48
senior,System administrator,DataGrip,3,49
senior,System administrator,Geany,2,50
senior,System administrator,"Rad Studio (Delphi, C++ Builder)",2,51
senior,System administrator,Goland,1,52
senior,System administrator,BBEdit,1,53
