YearsGroup,DevType,Platform,Count,Rank
junior,Product manager,Netlify,4,13
junior,Product manager,Amazon Web Services (AWS),4,14
junior,Product manager,IBM Cloud or Watson,4,15
junior,Product manager,Android,3,16
junior,Product manager,Raspberry Pi,3,17
junior,Product manager,Cloudflare,2,18
junior,Product manager,OVH,2,19
junior,Product manager,Oracle Cloud Infrastructure,2,20
junior,Product manager,Slack Apps and Integrations,2,21
junior,Product manager,iOS,2,22
junior,Product manager,Arduino,2,23
junior,Product manager,Kubernetes,2,24
junior,Product manager,Slack,2,25
junior,Product manager,Render,1,26
junior,Product manager,"Linode, now Akamai",1,27
junior,Product manager,Vercel,1,28
junior,Product manager,VMware,1,29
junior,Product manager,Managed Hosting,1,30
junior,Product manager,Linode,1,31
junior,Product manager,Colocation,1,32
junior,Product manager,OpenStack,1,33
junior,Project manager,Google Cloud,11,1
junior,Project manager,Firebase,11,2
junior,Project manager,Heroku,10,3
junior,Project manager,Microsoft Azure,6,4
junior,Project manager,AWS,6,5
junior,Project manager,DigitalOcean,5,6
junior,Project manager,Managed Hosting,3,7
junior,Project manager,OpenStack,2,8
junior,Project manager,OVH,2,9
junior,Project manager,VMware,2,10
junior,Project manager,IBM Cloud or Watson,2,11
junior,Project manager,Cloudflare,1,12
junior,Project manager,Amazon Web Services (AWS),1,13
junior,Project manager,Digital Ocean,1,14
junior,Project manager,Colocation,1,15
junior,Project manager,Oracle Cloud Infrastructure,1,16
junior,Project manager,Linode,1,17
junior,Research & Development role,Amazon Web Services (AWS),4,1
junior,Research & Development role,Vercel,3,2
junior,Research & Development role,Microsoft Azure,3,3
junior,Research & Development role,Google Cloud,3,4
junior,Research & Development role,Firebase,3,5
junior,Research & Development role,Netlify,2,6
junior,Research & Development role,Digital Ocean,2,7
junior,Research & Development role,Cloudflare,2,8
junior,Research & Development role,Heroku,2,9
junior,Research & Development role,IBM Cloud Or Watson,1,10
junior,Research & Development role,"Linode, now Akamai",1,11
junior,Scientist,Linux,18,1
junior,Scientist,Windows,15,2
junior,Scientist,AWS,13,3
junior,Scientist,Google Cloud Platform,12,4
junior,Scientist,Microsoft Azure,11,5
junior,Scientist,Heroku,8,6
junior,Scientist,MacOS,8,7
junior,Scientist,Docker,6,8
junior,Scientist,DigitalOcean,5,9
junior,Scientist,Raspberry Pi,4,10
junior,Scientist,WordPress,3,11
junior,Scientist,Slack,3,12
junior,Scientist,Google Cloud,2,13
junior,Scientist,VMware,2,14
junior,Scientist,IBM Cloud or Watson,2,15
junior,Scientist,Oracle Cloud Infrastructure,2,16
junior,Scientist,Android,2,17
junior,Scientist,Kubernetes,2,18
junior,Scientist,Colocation,1,19
junior,Scientist,Cloudflare,1,20
junior,Scientist,Amazon Web Services (AWS),1,21
junior,Scientist,Digital Ocean,1,22
junior,Scientist,Firebase,1,23
junior,Scientist,iOS,1,24
junior,Scientist,Arduino,1,25
junior,Security professional,Microsoft Azure,9,1
junior,Security professional,Google Cloud,9,2
junior,Security professional,AWS,7,3
junior,Security professional,Firebase,5,4
junior,Security professional,OpenStack,3,5
junior,Security professional,Amazon Web Services (AWS),3,6
junior,Security professional,OVH,3,7
junior,Security professional,Heroku,3,8
junior,Security professional,VMware,3,9
junior,Security professional,DigitalOcean,3,10
junior,Security professional,"Linode, now Akamai",2,11
junior,Security professional,Netlify,2,12
junior,Security professional,Colocation,2,13
junior,Security professional,IBM Cloud or Watson,2,14
junior,Security professional,Vercel,1,15
junior,Security professional,IBM Cloud Or Watson,1,16
junior,Security professional,Cloudflare,1,17
junior,Security professional,Oracle Cloud Infrastructure (OCI),1,18
junior,Security professional,Oracle Cloud Infrastructure,1,19
junior,Security professional,Managed Hosting,1,20
junior,Security professional,Linode,1,21
junior,"Senior Executive (C-Suite, VP, etc.)",AWS,10,1
junior,"Senior Executive (C-Suite, VP, etc.)",Microsoft Azure,5,2
junior,"Senior Executive (C-Suite, VP, etc.)",DigitalOcean,4,3
junior,"Senior Executive (C-Suite, VP, etc.)",Firebase,4,4
junior,"Senior Executive (C-Suite, VP, etc.)",IBM Cloud or Watson,3,5
junior,"Senior Executive (C-Suite, VP, etc.)",Oracle Cloud Infrastructure,3,6
junior,"Senior Executive (C-Suite, VP, etc.)",Google Cloud Platform,3,7
junior,"Senior Executive (C-Suite, VP, etc.)",Google Cloud,3,8
junior,"Senior Executive (C-Suite, VP, etc.)",Heroku,3,9
junior,"Senior Executive (C-Suite, VP, etc.)",VMware,2,10
junior,"Senior Executive (C-Suite, VP, etc.)",OpenStack,1,11
junior,"Senior Executive (C-Suite, VP, etc.)",Amazon Web Services (AWS),1,12
junior,"Senior Executive (C-Suite, VP, etc.)",Linode,1,13
junior,"Senior Executive (C-Suite, VP, etc.)",OVH,1,14
junior,"Senior Executive (C-Suite, VP, etc.)",Digital Ocean,1,15
junior,"Senior Executive (C-Suite, VP, etc.)",Colocation,1,16
junior,"Senior Executive (C-Suite, VP, etc.)",Cloudflare,1,17
junior,"Senior Executive (C-Suite, VP, etc.)",Managed Hosting,1,18
junior,Senior executive/VP,Linux,1,1
junior,Senior executive/VP,Windows,1,2
junior,Senior executive/VP,AWS,1,3
junior,Senior executive/VP,iOS,1,4
junior,Senior executive/VP,Google Cloud Platform,1,5
junior,Student,Heroku,61,1
junior,Student,Windows,60,2
junior,Student,AWS,48,3
junior,Student,Linux,40,4
junior,Student,Android,39,5
junior,Student,Microsoft Azure,35,6
junior,Student,Google Cloud Platform,31,7
junior,Student,Docker,26,8
junior,Student,Arduino,20,9
junior,Student,Slack,19,10
junior,Student,DigitalOcean,17,11
junior,Student,MacOS,17,12
junior,Student,WordPress,15,13
junior,Student,Firebase,14,14
junior,Student,Raspberry Pi,14,15
junior,Student,iOS,12,16
junior,Student,Google Cloud,11,17
junior,Student,Oracle Cloud Infrastructure,5,18
junior,Student,IBM Cloud or Watson,5,19
junior,Student,Other(s):,5,20
junior,Student,VMware,4,21
junior,Student,Managed Hosting,2,22
junior,Student,Colocation,2,23
junior,Student,OVH,2,24
junior,Student,Vercel,1,25
junior,Student,Render,1,26
junior,Student,Amazon Web Services (AWS),1,27
junior,Student,OpenStack,1,28
junior,Student,Kubernetes,1,29
junior,System administrator,AWS,41,1
junior,System administrator,Windows,33,2
junior,System administrator,Linux,33,3
junior,System administrator,Microsoft Azure,26,4
junior,System administrator,Heroku,25,5
junior,System administrator,Google Cloud Platform,23,6
junior,System administrator,Docker,19,7
junior,System administrator,DigitalOcean,18,8
junior,System administrator,Android,16,9
junior,System administrator,WordPress,15,10
junior,System administrator,MacOS,13,11
junior,System administrator,Firebase,10,12
junior,System administrator,Raspberry Pi,10,13
junior,System administrator,Arduino,9,14
junior,System administrator,Kubernetes,8,15
junior,System administrator,Google Cloud,7,16
junior,System administrator,iOS,7,17
junior,System administrator,Managed Hosting,5,18
junior,System administrator,VMware,5,19
junior,System administrator,Slack Apps and Integrations,5,20
junior,System administrator,Cloudflare,3,21
junior,System administrator,Amazon Web Services (AWS),3,22
junior,System administrator,OVH,3,23
junior,System administrator,Hetzner,3,24
junior,System administrator,IBM Cloud or Watson,3,25
junior,System administrator,Slack,3,26
junior,System administrator,Digital Ocean,2,27
junior,System administrator,Colocation,2,28
junior,System administrator,Oracle Cloud Infrastructure,2,29
junior,System administrator,OpenStack,2,30
junior,System administrator,Netlify,1,31
junior,System administrator,Linode,1,32
